name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_measurement_type,radius_measurement_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
OGLE-2012-BLG-0724L b,Confirmed,0.47,0.26,0.54,,,,,,,,,,1.6,0.3,0.4,,,,,,,,2016,20-04-2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2012-BLG-0724L,268.9666667,-29.81861113,,,,,,6700,1200,1100,,,,0.29,0.16,0.33,,,,M,,,,,,,,,
OGLE-2012-BLG-0838 b,Confirmed,0.25,0.12,0.12,,,,,,,,,,4.2,1,1.4,,,,,,,,2019,18-01-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2012-BLG-0838,273.0041667,-25.71166669,,,,,,6620,850,850,,,,0.54,0.25,0.25,,,,,,,,,,,,,
OGLE-2012-BLG-0950L b,Confirmed,0.11,0.028,0.053,,,,,,,,,,2.7,0.7,0.6,,,,,,,,2016,17-04-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,MOA-2012- BLG-527 b,,OGLE-2012-BLG-0950L,272.01925,-29.73158336,,,,,,3000,1100,800,,,,0.56,0.16,0.12,,,,M,,,,5500,,,,,MOA-2012- BLG-527
OGLE-2013-BLG-0132L b,Confirmed,0.26,0.028,0.028,,,,,,,,,,3.14,0.28,0.28,,,,,,,,2017,01-02-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2013-BLG-0132L,269.764625,-28.42102779,,,,,,3900,1300,1500,,,,0.54,0.23,0.3,,,,,,,,,,,,,MOA-2013-BLG-148 
OGLE-2013-BLG-0341L Bb,Confirmed,0.005222918,0.00056634,0.00056634,,,,,,,,,,0.702,0.022,0.022,,,,,,,,2014,11-02-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2013-BLG-0341L B,268.0291667,-29.84611114,,,,,,911,70,70,,,,0.1127,0.0089,0.0089,,,,,,,,,,,,,MOA-2013-BLG-260
OGLE-2013-BLG-0911L b,Confirmed,10.08,3.6,3.6,,,,,,,,,,10.8,10.4,10.4,,,,,,,,2019,23-12-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2013-BLG-0911L,268.8833333,-29.2538889,,,,,,3220,350,470,,,,0.29,0.09,0.09,,,,,,,,,,,,,
OGLE-2013-BLG-1721L b,Confirmed,0.64,0.31,0.35,,,,,,,,,,2.6,0.7,0.5,,,,,,,,2017,01-07-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,MOA-2013-BLG-618 b,,OGLE-2013-BLG-1721L,268.1265417,-30.29269446,,,,,,6300,1600,1100,,,,0.46,0.23,0.26,,,,,,,,,,,,,MOA-2013-BLG-618
OGLE-2013-BLG-1761L b,Confirmed,2.8,1.5,2.5,,,,,,,,,,1.8,0.5,0.5,,,,,,,,2017,23-03-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2013-BLG-1761L,268.4083333,-28.89527781,17.3,,,,,6900,1200,1000,,,,0.33,0.18,0.32,,,,M/K,,,,,,,,,
OGLE-2014-BLG-0124L b,Confirmed,0.64,0.044,0.044,,,,,,,,,,3.48,0.22,0.22,,,,,,,,2014,05-09-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2014-BLG-0124L,270.6208333,-28.39638891,,,,,,3600,300,300,,,,0.89,0.05,0.05,,,,,,,,,,,,,
OGLE-2014-BLG-0221L b,Confirmed,4.35,1.9,70,,,,,,,,,,3.76,1,8,,,,,,,,2023,17-07-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2014-BLG-0221,270.3041667,-27.42694446,,,,,,4000,300,3500,,,,0.69,0.3,0.26,,,,,,,,,,,,,"MOA 2014-BLG-69, OGLE-2014-BLG-0284"
OGLE-2014-BLG-0319 b,Confirmed,0.57,0.31,0.36,,,,,,,,,,3.49,1.1,1.2,,,,,,,,2022,03-01-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2014-BLG-0319,266.9625,-33.93500002,,,,,,7730,2840,1140,,,,0.52,0.2,0.33,,,,,,,,,,,,,
OGLE-2014-BLG-0676L b,Confirmed,3.68,1.44,0.77,,,,,,,,,,4.53,2.5,1.5,,,,,,,,2016,16-12-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2014-BLG-0676L,268.1041667,-30.54833336,,,,,,2670,1040,770,,,,0.73,0.29,0.14,,,,,,,,,,,,,
OGLE-2014-BLG-1186L b,Confirmed,0.142,0.028,0.028,,,,,,,,,,,,,,,,,,,,2018,29-10-2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2014-BLG-1186L,265.5,-34.28833334,,,,,,1700,300,300,,,,0.35,0.06,0.06,,,,,,,,,,,,,
OGLE-2014-BLG-1722L b,Confirmed,0.174,0.104,0.16,,,,,,,,,,1.9,0.8,1.3,,,,,,,,2018,29-10-2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2014-BLG-1722L,268.7541667,-31.46916668,,,,,,6400,130,190,,,,0.4,0.24,0.36,,,,,,,,,,,,,
OGLE-2014-BLG-1722L c,Confirmed,0.2633,0.16,0.271,,,,,,,,,,2.5,1.1,2.2,,,,,,,,2018,29-10-2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2014-BLG-1722L,268.7541667,-31.46916668,,,,,,6400,130,190,,,,0.4,0.24,0.36,,,,,,,,,,,,,
OGLE-2014-BLG-1760L b,Confirmed,0.931,0.12,0.12,,,,,,,,,,1.887,0.38,0.38,,,,,,,,2016,19-02-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2014-BLG-1760L,269.4083333,-28.96305559,,,,,,6060,1110,1110,,,,0.51,0.28,0.44,,,,,,,,,,,,,
OGLE-2015-BLG-0051L b,Confirmed,0.72,0.07,0.65,,,,,,,,,,0.73,0.08,0.08,,,,,,,,2016,25-07-2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,KMT-2015-BLG-0048Lb,,OGLE-2015-BLG-0051L,269.6625417,-28.03169446,16.4,,,,,8200,900,900,,,,0.1,0.01,0.09,,,,G,,,,,,,,,KMT-2015-BLG-0048
OGLE-2015-BLG-0954L b,Confirmed,4.4,1.6,1.6,,,,,,,,,,1.2,,,,,,,,,,2016,02-03-2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2015-BLG-0954L,270.1833333,-28.66083336,,,,,,600,200,400,,,,0.37,0.14,0.14,,,,,,,,,,,,,
OGLE-2015-BLG-0966L b,Confirmed,0.066,0.006,0.006,,,,,,,,,,2.4,0.3,0.3,,,,,,,,2015,26-02-2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2015-BLG-0966L,268.7541667,-29.04722223,,,,,,2900,400,400,,,,0.38,0.04,0.04,,,,M,,,,,,,,,
OGLE-2015-BLG-1609L b,Confirmed,0.24,0.17,0.9,,,,,,,,,,,,,,,,,,,,2024,16-12-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2015-BLG-1609L,270.8237917,-26.90711111,,,,,,3300,2100,2600,,,,0.17,0.12,0.63,,,,,,,,,,,,,
OGLE-2015-BLG-1649 b,Confirmed,2.54,1.4,1.5,,,,,,,,,,2.07,0.77,0.65,,,,,,,,2019,31-03-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2015-BLG-1649,271.2041667,-32.63305558,,,,,,4230,1640,1510,,,,0.34,0.19,0.19,,,,,,,,,,,,,
OGLE-2015-BLG-1670L b,Confirmed,0.0563,0.0277,0.0302,,,,,,,,,,3.2,0.8,1.8,,,,,,,,2018,30-10-2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2015-BLG-1670L,268.1587917,-28.55191668,,,,,,6700,130,100,,,,0.55,0.28,0.28,,,,,,,,,,,,,
OGLE-2015-BLG-1771L b,Confirmed,0.433,0.25,0.674,,,,,,,,,,0.85,0.16,0.16,,,,,,,,2019,07-11-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2015-BLG-1771L,268.8,-28.86277781,,,,,,7070,1090,1000,,,,0.077,0.044,0.12,,,,,,,,,,,,,
OGLE-2016-BLG-0007 b,Confirmed,0.00415,0.0022,0.0028,,,,,,,,,,10.1,3.4,3.8,,,,,,,,2025,30-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2016-BLG-0007,268.3560417,-20.64225,,,,,,4300,1400,1100,,,,0.59,0.3,0.4,,,,,,,,,,,,,
OGLE-2016-BLG-0263L b,Confirmed,4.1,2.5,6.5,,,,,,,,,,6.5,1.9,1.3,,,,,,,,2017,30-03-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2016-BLG-0263L,269.8954167,-31.81861113,,,,,,6500,1900,1300,,,,0.13,0.08,0.21,,,,,,,,,,,,,
OGLE-2016-BLG-0596L b,Confirmed,12.2,,,,,,,,,,,,,,,,,,,,,,2016,28-08-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2016-BLG-0596L,267.803375,-30.84983336,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGLE-2016-BLG-0613L (AB) b,Confirmed,4.18,2.43,3.19,,,,,,,,,,6.4,2.63,2.51,,,,,,,,2017,29-10-2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2016-BLG-0613L (AB),269.2625,-28.11611113,,,,,,3410,142,134,,,,1,0.5,0.7,,,,,,,,,,,,,
OGLE-2016-BLG-1067L b,Confirmed,0.43,0.17,0.21,,,,,,,,,,1.7,0.39,0.38,,,,,,,,2018,21-02-2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,MOA-2016-BLG-339 b,,OGLE-2016-BLG-1067L,273.2045,-27.0126389,,,,,,3730,670,660,,,,0.3,0.12,0.15,,,,M,,,,,,,,,MOA-2016-BLG-339
OGLE-2016-BLG-1093L b,Confirmed,0.71,0.13,0.13,,,,,,,,,,2.13,0.43,0.43,,,,,,,,2021,14-01-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2016-BLG-1093L,269.0041667,-32.71333336,,,,,,8120,690,690,,,,0.48,0.09,0.09,,,,,,,,,,,,,
OGLE-2016-BLG-1195L b,Confirmed,0.0045,0.001,0.0014,,,,,,,,,,1.16,0.16,0.13,,,,,,,,2017,22-11-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,KMT-2016-BLG-0372,,OGLE-2016-BLG-1195L,268.85,-30.20722223,,,,,,3910,460,420,,,,0.078,0.012,0.016,,,,,,,,,,,,,
OGLE-2016-BLG-1227 b,Confirmed,0.79,0.39,1.3,,,,,,,,,,3.4,1,2.1,,,,,,,,2019,28-11-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2016-BLG-1227,265.5958333,-33.75972225,,,,,,1210,630,960,,,,0.1,0.05,0.17,,,,,,,,,,,,,
OGLE-2016-BLG-1598 b,Confirmed,5.91,1.74,1.74,,,,,,,,,,2.5,0.88,0.88,,,,,,,,2024,12-01-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,"KMT-2016-BLG-0696, MOA-2016-BLG-521",,OGLE-2016-BLG-1598,270.1875,-29.17555556,,,,,,5910,1740,1740,,,,0.55,0.32,0.32,,,,,,,,,,,,,
OGLE-2016-BLG-1635 b,Confirmed,11.49,8,8,,,,,,,,,,1.34,0.47,0.47,,,,,,,,2023,22-11-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,KMT-2016-BLG-0269,,OGLE-2016-BLG-1635,268.5041667,-30.77722225,,,,,,,,,,,,,,,,,,,,,,,,,,,KMT-2016-BLG-0269
OGLE-2016-BLG-1800 b,Confirmed,2.59,1.46,1.46,,,,,,,,,,1.88,0.51,0.51,,,,,,,,2024,11-01-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,"KMT-2016-BLG-0781, MOA-2016-BLG-581",,OGLE-2016-BLG-1800,269.9041667,-30.86527778,,,,,,6480,1030,1030,,,,0.41,0.22,0.22,,,,,,,,,,,,,
OGLE-2016-BLG-1850 b,Confirmed,0.02936,0.0123,0.0123,,,,,,,,,,1.46,0.16,0.16,,,,,,,,2023,30-03-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2016-BLG-1850,268,-32.21055557,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGLE-2017-BLG-0173L b,Confirmed,9.08,5.7,10.85,,,,,,,,,,3.75,1.67,1.67,,,,,,,,2017,29-10-2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2017-BLG-0173L,267.9708334,-29.2713889,,,,,,4700,1780,1460,,,,0.417,0.24,0.4,,,,,,,,,,,,,
OGLE-2017-BLG-0364 b,Confirmed,0.2385,0.135,0.173,,,,,,,,,,,,,,,,,,,,2024,29-09-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2017-BLG-0364,265.227875,-34.61758333,,,,,,7860,1990,1080,,,,0.49,0.28,0.35,,,,,,,,,,,,,
OGLE-2017-BLG-0406 b,Confirmed,0.41,0.05,0.05,,,,,,,,,,3.5,0.3,0.3,,,,,,,,2020,21-04-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2017-BLG-0406,269,-29.86305558,,,,,,5200,500,500,,,,0.56,0.07,0.07,,,,,,,,,,,,,
OGLE-2017-BLG-0448 b,Confirmed,7.3,4,8.35,,,,,,,,,,5.53,1.2,1.7,,,,,,,,2023,30-05-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2017-BLG-0448,268.6666667,-31.03194446,,,,,,7790,100,800,,,,0.32,0.2,0.35,,,,,,,,,,,,,
OGLE-2017-BLG-0482 b,Confirmed,9,4.5,9,,,,,,,,,,1.8,0.7,0.6,,,,,,,,2018,30-03-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2017-BLG-0482,269.048875,-30.52836113,,,,,,5800,2100,1800,,,,0.2,0.1,0.2,,,,,,,,,,,,,
OGLE-2017-BLG-0604 b,Confirmed,0.51,0.23,0.23,,,,,,,,,,4.06,1.34,1.91,,,,,,,,2020,24-08-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2017-BLG-0604,267.8916667,-30.9466667,,,,,,3950,1310,1870,,,,0.7,0.28,0.28,,,,,,,,,,,,,
OGLE-2017-BLG-0640 b,Confirmed,1.62,0.94,1.64,,,,,,,,,,1.14,0.38,0.38,,,,,,,,2023,26-07-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,KMT-2017-BLG-1726 b,,OGLE-2017-BLG-0640,267.4666667,-29.46138891,,,,,,6630,1450,1090,,,,0.32,0.18,0.32,,,,,,,,,,,,,KMT-2017-BLG-1726
OGLE-2017-BLG-1049 b,Confirmed,5.53,2.87,3.62,,,,,,,,,,3.92,1.32,1.1,,,,,,,,2020,23-12-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2017-BLG-1049,269.5333333,-27.14416668,,,,,,5670,1520,1110,,,,0.55,0.29,0.36,,,,,,,,,,,,,
OGLE-2017-BLG-1099 b,Confirmed,3.02,1.81,2.43,,,,,,,,,,2.73,0.53,0.4,,,,,,,,2021,16-09-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,KMT-2017-BLG-2336 b,,OGLE-2017-BLG-1099,263.9625,-29.58583335,,,,,,7250,1400,1060,,,,0.45,0.27,0.36,,,,,,,,,,,,,KMT-2017-BLG-2336
OGLE-2017-BLG-1140L b,Confirmed,1.63,0.29,0,,,,,,,,,,1.02,0.1,0.1,,,,,,,,2018,15-03-2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2017-BLG-1140L,266.8833333,-24.52277779,,,,,,7350,4,4,,,,0.214,0.026,0.03,,,,M3,,,,,,,,,
OGLE-2017-BLG-1237 b,Confirmed,3.8,2,2.5,,,,,,,,,,,,,,,,,,,,2023,26-07-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,KMT-2017-BLG-0422 b,,OGLE-2017-BLG-1237,271.65,-28.32888891,,,,,,6030,1530,940,,,,0.46,0.24,0.3,,,,,,,,,,,,,KMT-2017-BLG-0422
OGLE-2017-BLG-1275 b,Confirmed,5.9,2.2,2.2,,,,,,,,,,2.09,0.63,0.63,,,,,,,,2023,26-07-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,KMT-2017-BLG-0314,,OGLE-2017-BLG-1275,267.9166667,-29.49805558,,,,,,7690,900,900,,,,0.63,0.23,0.23,,,,,,,,,,,,,KMT-2017-BLG-0314
OGLE-2017-BLG-1375 b,Confirmed,10.33,3,3,,,,,,,,,,2.97,0.67,0.92,,,,,,,,2020,24-08-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2017-BLG-1375,269.1541667,-30.3113889,,,,,,3790,860,1180,,,,0.77,0.23,0.27,,,,,,,,,,,,,
OGLE-2017-BLG-1434L b,Confirmed,0.014,0.0016,0.0016,,,,,,,,,,1.18,0.1,0.1,,,,,,,,2018,29-11-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2017-BLG-1434L,268.280375,-30.24572224,,,,,,860,90,90,,,,0.23,0.03,0.03,,,,M,,,,,,,,,
OGLE-2017-BLG-1691L b,Confirmed,0.046,0.025,0.037,,,,,,,,,,2.46,0.1,0.1,,,,,,,,2022,30-05-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2017-BLG-1691L,263.5958333,-29.28472223,,,,,,7290,1330,1010,,,,0.45,0.25,0.36,,,,,,,,,,,,,KMT-2017-BLG-0752
OGLE-2017-BLG-1806 b,Confirmed,0.01658,0.00856,0.01482,,,,,,,,,,1.75,0.47,0.47,,,,,,,,2022,28-08-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2017-BLG-1806,266.625,-24.27222223,,,,,,6400,1500,790,,,,0.38,0.2,0.34,,,,,,,,,,,,,KMT-2017-BLG-1021
OGLE-2018-BLG-0298 b,Confirmed,0.14,0.07,0.07,,,,,,,,,,2.86,0.8,0.7,,,,,,,,2022,24-06-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2018-BLG-0298,264.2833333,-29.70916669,,,,,,6540,1230,950,,,,0.69,0.3,0.35,,,,,,,,,,,,,
OGLE-2018-BLG-0383 b,Confirmed,0.0201,0.0088,0.0173,,,,,,,,,,1.8,0.2,0.2,,,,,,,,2021,07-12-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,KMT-2018-BLG-0900 b,,OGLE-2018-BLG-0383,268.6791667,-28.73916669,,,,,,7700,600,600,,,,0.1,0.05,0.13,,,,,,,,,,,,,KMT-2018-BLG-0900
OGLE-2018-BLG-0506 b,Confirmed,0.0513,0.0267,0.038,,,,,,,,,,3,0.8,0.7,,,,,,,,2021,16-06-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2018-BLG-0506,267.6291667,-31.92416669,,,,,,5600,1600,1400,,,,0.63,0.32,0.37,,,,,,,,,,,,,
OGLE-2018-BLG-0516 b,Confirmed,0.0632,0.0337,0.0516,,,,,,,,,,2.2,0.7,0.8,,,,,,,,2021,11-07-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2018-BLG-0516,269.6416667,-31.26250002,,,,,,7000,2200,900,,,,0.47,0.25,0.38,,,,,,,,,,,,,
OGLE-2018-BLG-0532 b,Confirmed,0.019636,0.002888,0.002888,,,,,,,,,,1.083,0.14,0.14,,,,,,,,2019,22-05-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2018-BLG-0532,269.9833334,-28.99777781,,,,,,790,120,120,,,,0.199,0.028,0.028,,,,,,,,,,,,,
OGLE-2018-BLG-0567L b,Confirmed,0.32,0.16,0.34,,,,,,,,,,2.72,0.55,0.49,,,,,,,,2021,16-02-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2018-BLG-0567L,269.0166667,-27.98722225,,,,,,7070,1150,930,,,,0.24,0.13,0.26,,,,,,,,,,,,,
OGLE-2018-BLG-0596 b,Confirmed,0.0267,0.0236,0.0236,,,,,,,,,,2.15,1.2,1.2,,,,,,,,2019,16-05-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2018-BLG-0596,269.0541667,-29.19916668,,,,,,5900,300,300,,,,0.2,0.065,0.065,,,,,,,,,,,,,
OGLE-2018-BLG-0677L b,Confirmed,0.01246,0.00837,0.0185,,,,,,,,,,0.63,0.17,0.2,,,,,,,,2020,09-03-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2018-BLG-0677L,268.75,-32.01666667,,,,,,7700,,,,,,0.1,0.08,0.15,,,,,,,,,,,,,"KMT-2018-BLG-0816, OGLE-2018-BLG-0680"
OGLE-2018-BLG-0740L b,Confirmed,4.5,0.6,0.6,,,,,,,3100,685,685,4.2,0.6,0.6,,,,,,,,2019,02-05-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2018-BLG-0740L,152.1766667,-29.83580556,14,,,,,3200,500,500,,,,1,0.1,0.1,,,,,,,,,,,,,
OGLE-2018-BLG-0799L b,Confirmed,0.41,0.19,0.45,,,,,,,,,,1.38,0.31,0.61,,,,,,,,2020,11-08-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2018-BLG-0799L,273.4583334,-25.48583335,,,,,,6290,2000,710,,,,0.16,0.08,0.14,,,,,,,,,,,,,
OGLE-2018-BLG-0932 b,Confirmed,0.89,0.31,0.36,,,,,,,,,,1.75,0.23,0.24,,,,,,,,2022,29-06-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,"KMT-2018-BLG-2087 b, MOA-2018-BLG-163 b",,OGLE-2018-BLG-0932,268.35,-29.02194445,,,,,,6620,860,910,,,,0.72,0.25,0.29,,,,,,,,,,,,,"KMT-2018-BLG-2087, MOA-2018-BLG-163"
OGLE-2018-BLG-0962,Confirmed,1.37,0.72,0.8,,,,,,,,,,3.57,1.02,0.68,,,,,,,,2021,16-02-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2018-BLG-0962L,268.175,-32.30916668,,,,,,6470,1730,1040,,,,0.55,0.29,0.32,,,,,,,,,,,,,
